viajero_id,ciudad_origen,destino_preferido,tipo_viaje,canal_reserva,edad,gasto_promedio_cop,frecuencia_anual,noches_promedio,satisfaccion
VCO0571,Barranquilla,Cartagena,Descanso,Agencia tradicional,35,1508547,2.3,5.0,4.8
VCO0572,Cali,Villa de Leyva,Gastronómico,Reserva directa,43,2761391,1.4,5.1,4.2
VCO0573,Barranquilla,Cartagena,Gastronómico,Agencia tradicional,32,1119168,1.5,3.5,4.2
VCO0574,Barranquilla,Cartagena,Descanso,Agencia tradicional,47,1200358,2.0,4.2,4.4
VCO0575,Medellín,Cartagena,Cultural,App móvil,45,2970800,1.9,3.7,4.5
VCO0576,Medellín,San Andrés,Gastronómico,Agencia tradicional,49,1975013,1.8,6.0,4.5
VCO0577,Bogotá,Eje Cafetero,Cultural,App móvil,21,299487,6.3,5.8,5.0
VCO0578,Bogotá,San Andrés,Gastronómico,Reserva directa,44,1831541,2.0,6.1,5.0
VCO0579,Barranquilla,Cartagena,Descanso,Reserva directa,38,1242001,2.8,7.9,4.9
VCO0580,Cali,Eje Cafetero,Aventura,App móvil,32,378835,2.8,6.2,4.0
VCO0581,Medellín,Eje Cafetero,Descanso,App móvil,38,1341882,1.3,5.9,4.2
VCO0582,Medellín,Villa de Leyva,Descanso,Reserva directa,46,2473835,1.0,3.2,4.6
VCO0583,Bogotá,San Andrés,Gastronómico,Agencia tradicional,29,1073751,2.6,5.6,4.5
VCO0584,Cali,Eje Cafetero,Aventura,Reserva directa,30,424314,4.0,4.1,4.1
VCO0585,Cúcuta,San Andrés,Gastronómico,App móvil,37,1277142,3.2,3.4,4.2
VCO0586,Manizales,Santa Marta,Aventura,App móvil,26,389823,4.4,2.4,3.7
VCO0587,Bogotá,Villa de Leyva,Cultural,App móvil,29,392992,4.3,3.9,3.7
VCO0588,Bogotá,Amazonas,Aventura,App móvil,28,401384,3.4,2.2,4.6
VCO0589,Bogotá,Eje Cafetero,Ecoturismo,Reserva directa,26,214459,2.2,3.3,3.3
VCO0590,Bogotá,Santa Marta,Aventura,Recomendación,30,430528,4.3,2.8,4.3
VCO0591,Manizales,Amazonas,Cultural,Reserva directa,18,304424,4.9,3.9,4.5
VCO0592,Cúcuta,Eje Cafetero,Descanso,Reserva directa,39,1263390,1.2,7.2,4.2
VCO0593,Bogotá,Santa Marta,Cultural,App móvil,23,561030,2.0,4.0,4.1
VCO0594,Medellín,Santa Marta,Cultural,App móvil,18,374149,3.1,3.8,4.7
VCO0595,Bogotá,San Andrés,Gastronómico,Reserva directa,40,2587628,1.4,3.6,4.8
VCO0596,Barranquilla,Cartagena,Gastronómico,App móvil,38,1225109,1.6,4.0,4.3
VCO0597,Medellín,Cartagena,Gastronómico,Agencia tradicional,33,1008788,2.7,7.1,4.4
VCO0598,Manizales,Eje Cafetero,Ecoturismo,App móvil,29,242383,4.4,4.6,4.7
VCO0599,Bogotá,Amazonas,Cultural,App móvil,32,269724,5.0,2.4,4.7
VCO0600,Cali,Eje Cafetero,Aventura,App móvil,31,323491,3.4,2.0,3.4
VCO0601,Cali,Villa de Leyva,Aventura,Recomendación,32,463312,5.6,2.8,4.6
VCO0602,Bogotá,Santa Marta,Cultural,Reserva directa,28,411859,5.0,4.5,4.5
VCO0603,Bogotá,Amazonas,Aventura,Recomendación,26,337372,4.1,4.7,4.9
VCO0604,Medellín,Eje Cafetero,Ecoturismo,Recomendación,19,374663,6.4,2.6,4.3
VCO0605,Medellín,Amazonas,Ecoturismo,Reserva directa,25,301969,6.4,3.8,4.1
VCO0606,Medellín,Cartagena,Cultural,App móvil,47,1193947,2.2,5.8,4.7
VCO0607,Bogotá,Santa Marta,Cultural,Reserva directa,34,355866,2.0,3.9,4.4
VCO0608,Bogotá,Eje Cafetero,Cultural,App móvil,25,427501,6.4,4.9,5.0
VCO0609,Bogotá,Santa Marta,Descanso,Agencia tradicional,39,1338764,1.5,4.6,4.9
VCO0610,Barranquilla,Eje Cafetero,Gastronómico,App móvil,41,1433305,1.6,6.8,4.8
VCO0611,Medellín,Santa Marta,Ecoturismo,Reserva directa,26,321012,6.0,3.3,3.5
VCO0612,Bogotá,Medellín,Cultural,App móvil,38,3011373,1.0,6.7,4.7
VCO0613,Medellín,Santa Marta,Gastronómico,App móvil,42,1141911,2.0,3.0,4.5
VCO0614,Pereira,Eje Cafetero,Ecoturismo,App móvil,26,263446,6.1,4.4,4.0
VCO0615,Medellín,Medellín,Gastronómico,App móvil,30,2239422,1.3,3.8,4.7
VCO0616,Medellín,Cartagena,Descanso,Agencia tradicional,48,1753319,1.1,3.8,4.9
VCO0617,Bogotá,Eje Cafetero,Ecoturismo,App móvil,23,422817,2.6,2.2,4.6
VCO0618,Bogotá,Villa de Leyva,Ecoturismo,Reserva directa,25,335317,4.1,1.3,4.3
VCO0619,Cali,Cartagena,Cultural,Reserva directa,37,2314905,1.1,2.5,4.8
VCO0620,Bogotá,Cartagena,Cultural,Agencia tradicional,40,1011996,1.3,5.4,4.4
VCO0621,Manizales,Santa Marta,Aventura,Recomendación,20,359076,3.0,3.8,4.3
VCO0622,Bogotá,Eje Cafetero,Ecoturismo,App móvil,25,364867,2.5,2.5,4.2
VCO0623,Bogotá,Santa Marta,Ecoturismo,Recomendación,19,423589,3.6,4.2,4.2
VCO0624,Medellín,Cartagena,Gastronómico,Agencia tradicional,42,1721371,2.6,6.4,4.0
VCO0625,Bogotá,Santa Marta,Descanso,App móvil,30,1238681,2.0,4.6,4.8
VCO0626,Bogotá,Eje Cafetero,Aventura,App móvil,20,300708,5.6,2.0,5.0
VCO0627,Medellín,Cartagena,Gastronómico,Reserva directa,36,1221236,2.3,4.4,4.2
VCO0628,Medellín,San Andrés,Descanso,App móvil,36,1072438,1.1,7.3,4.3
VCO0629,Pereira,Villa de Leyva,Aventura,App móvil,27,465905,2.4,5.2,2.9
VCO0630,Medellín,Santa Marta,Aventura,Recomendación,31,324793,4.0,4.1,4.1
VCO0631,Bucaramanga,Cartagena,Descanso,App móvil,45,1222794,1.8,6.0,4.0
VCO0632,Medellín,San Andrés,Gastronómico,Reserva directa,41,2634599,1.6,4.0,4.5
VCO0633,Medellín,Cartagena,Descanso,App móvil,44,1014983,2.9,5.9,4.5
VCO0634,Bogotá,Cartagena,Descanso,App móvil,39,1109959,3.2,8.3,4.6
VCO0635,Manizales,Eje Cafetero,Cultural,App móvil,26,254726,5.5,1.4,4.0
VCO0636,Bogotá,Cartagena,Descanso,Agencia tradicional,32,1438717,3.0,5.5,4.6
VCO0637,Barranquilla,Cartagena,Gastronómico,App móvil,46,931902,1.9,3.4,4.2
VCO0638,Medellín,Santa Marta,Ecoturismo,Recomendación,22,259278,3.9,3.6,4.0
VCO0639,Manizales,Eje Cafetero,Aventura,Recomendación,30,322258,4.6,1.2,4.4
VCO0640,Medellín,Villa de Leyva,Aventura,Recomendación,26,303136,6.0,3.7,4.1
VCO0641,Bogotá,Amazonas,Aventura,Recomendación,33,332272,3.8,1.1,5.0
VCO0642,Medellín,Villa de Leyva,Aventura,Recomendación,25,234721,5.1,4.6,4.4
VCO0643,Pereira,Eje Cafetero,Ecoturismo,Reserva directa,23,426705,4.8,4.0,4.4
VCO0644,Bogotá,Eje Cafetero,Ecoturismo,App móvil,19,440214,4.6,3.2,4.1
VCO0645,Medellín,Eje Cafetero,Ecoturismo,Recomendación,18,194212,5.6,4.1,4.5
VCO0646,Cali,Villa de Leyva,Cultural,Reserva directa,34,2874946,1.4,4.4,4.7
VCO0647,Cúcuta,Cartagena,Descanso,Agencia tradicional,40,1285592,2.6,8.7,5.0
VCO0648,Barranquilla,San Andrés,Gastronómico,Agencia tradicional,39,1544614,2.8,7.5,4.0
VCO0649,Cali,Medellín,Cultural,App móvil,52,2588075,2.2,5.3,4.5
VCO0650,Bogotá,Cartagena,Cultural,Agencia tradicional,37,815445,3.4,3.4,4.0
VCO0651,Manizales,Villa de Leyva,Aventura,App móvil,24,335192,3.6,3.5,5.0
VCO0652,Bogotá,Cartagena,Gastronómico,Agencia tradicional,40,1164395,2.4,7.3,4.3
VCO0653,Medellín,San Andrés,Descanso,App móvil,48,1231031,1.5,6.4,4.0
VCO0654,Bucaramanga,Cartagena,Gastronómico,Agencia tradicional,32,1120343,1.2,4.0,4.1
VCO0655,Cúcuta,Cartagena,Descanso,App móvil,36,1223517,1.8,4.5,5.0
VCO0656,Bogotá,Eje Cafetero,Cultural,Recomendación,22,407307,4.1,1.6,4.6
VCO0657,Manizales,Eje Cafetero,Cultural,App móvil,18,535975,4.6,5.0,4.2
VCO0658,Medellín,Santa Marta,Cultural,App móvil,23,307684,4.7,3.3,4.4
VCO0659,Bogotá,San Andrés,Cultural,Agencia tradicional,43,1110260,2.9,3.0,4.4
VCO0660,Medellín,San Andrés,Cultural,App móvil,49,1246851,1.9,6.5,4.2
VCO0661,Cali,Villa de Leyva,Ecoturismo,App móvil,25,448672,3.3,4.1,3.6
VCO0662,Cali,Cartagena,Cultural,Agencia tradicional,42,2337555,2.2,5.1,4.7
VCO0663,Bucaramanga,Cartagena,Gastronómico,Agencia tradicional,30,1101161,1.0,3.0,4.2
VCO0664,Pereira,Santa Marta,Aventura,App móvil,23,454485,4.9,4.0,4.4
VCO0665,Bogotá,Eje Cafetero,Cultural,Recomendación,26,310675,3.2,3.0,3.7
VCO0666,Medellín,Amazonas,Aventura,Recomendación,27,236981,4.2,2.9,4.5
VCO0667,Cali,Eje Cafetero,Ecoturismo,App móvil,21,308652,4.1,3.1,3.5
VCO0668,Manizales,Santa Marta,Ecoturismo,Recomendación,31,399522,4.8,2.0,3.7
VCO0669,Cali,Eje Cafetero,Aventura,Recomendación,25,461363,3.8,3.5,4.0
VCO0670,Bogotá,Santa Marta,Ecoturismo,App móvil,26,358890,3.8,4.3,3.8
VCO0671,Medellín,Eje Cafetero,Ecoturismo,App móvil,28,455455,6.2,2.9,4.5
VCO0672,Barranquilla,San Andrés,Gastronómico,Reserva directa,36,2376115,1.5,5.0,4.4
VCO0673,Bogotá,Amazonas,Ecoturismo,App móvil,29,314538,3.8,5.0,5.0
VCO0674,Medellín,Cartagena,Gastronómico,Agencia tradicional,40,1145946,2.6,4.3,3.6
VCO0675,Bucaramanga,San Andrés,Gastronómico,App móvil,44,1243543,1.0,6.4,4.0
VCO0676,Medellín,San Andrés,Cultural,Reserva directa,44,2425067,2.2,3.4,4.4
VCO0677,Manizales,Eje Cafetero,Ecoturismo,App móvil,21,405272,3.7,2.0,4.1
VCO0678,Medellín,San Andrés,Descanso,Reserva directa,37,1184435,2.5,4.5,5.0
VCO0679,Bogotá,Villa de Leyva,Gastronómico,Reserva directa,52,2513109,1.3,6.6,5.0
VCO0680,Bogotá,Villa de Leyva,Gastronómico,Reserva directa,40,2508489,1.6,3.6,4.4
VCO0681,Barranquilla,Villa de Leyva,Cultural,Reserva directa,39,2126162,2.2,4.1,4.1
VCO0682,Medellín,Santa Marta,Cultural,Recomendación,18,340906,3.2,2.8,4.6
VCO0683,Medellín,Amazonas,Aventura,App móvil,23,338507,3.5,4.3,4.6
VCO0684,Medellín,San Andrés,Gastronómico,App móvil,44,1120943,2.6,5.7,4.4
VCO0685,Cali,San Andrés,Cultural,App móvil,50,2512425,2.3,2.0,5.0
VCO0686,Bogotá,Cartagena,Descanso,Reserva directa,46,1493042,2.7,6.0,3.9
VCO0687,Medellín,Cartagena,Descanso,App móvil,36,1021691,2.2,5.1,4.3
VCO0688,Cali,Santa Marta,Aventura,App móvil,22,451817,6.1,4.4,5.0
VCO0689,Medellín,San Andrés,Gastronómico,Reserva directa,40,2743695,1.5,4.5,4.5
VCO0690,Cali,Amazonas,Aventura,Recomendación,27,292322,3.7,1.9,4.1
VCO0691,Cali,Eje Cafetero,Aventura,App móvil,23,572397,3.5,3.1,4.4
VCO0692,Bucaramanga,Santa Marta,Gastronómico,App móvil,36,1138485,1.9,5.9,3.7
VCO0693,Bogotá,Cartagena,Descanso,Reserva directa,40,1272045,1.0,5.6,4.2
VCO0694,Medellín,Eje Cafetero,Aventura,Reserva directa,29,408758,4.0,3.3,3.8
VCO0695,Pereira,Santa Marta,Aventura,App móvil,30,183830,3.5,4.2,3.4
VCO0696,Bucaramanga,San Andrés,Descanso,Agencia tradicional,37,1028980,2.5,6.5,4.6
VCO0697,Bogotá,Santa Marta,Cultural,Reserva directa,31,521665,4.9,2.7,4.0
VCO0698,Barranquilla,San Andrés,Cultural,Reserva directa,28,1022805,2.1,6.3,4.6
VCO0699,Cali,Santa Marta,Aventura,App móvil,27,191442,5.7,2.7,3.1
VCO0700,Bucaramanga,Cartagena,Descanso,Reserva directa,33,1308916,2.2,6.5,4.0
VCO0701,Barranquilla,Santa Marta,Cultural,App móvil,32,1610838,3.2,6.9,3.7
VCO0702,Cali,Villa de Leyva,Aventura,Reserva directa,29,439982,2.9,3.6,4.8
VCO0703,Pereira,Amazonas,Cultural,App móvil,29,308992,4.5,2.9,4.5
VCO0704,Cali,Santa Marta,Aventura,App móvil,19,404656,4.1,4.5,3.4
VCO0705,Medellín,Santa Marta,Ecoturismo,Recomendación,31,461220,4.4,2.1,4.7
VCO0706,Bogotá,Medellín,Gastronómico,Reserva directa,33,1899679,2.2,3.2,4.4
VCO0707,Pereira,Villa de Leyva,Aventura,Recomendación,30,330293,4.7,5.3,4.0
VCO0708,Bogotá,San Andrés,Gastronómico,Agencia tradicional,43,3034228,1.5,4.3,4.7
VCO0709,Medellín,Amazonas,Aventura,App móvil,21,284329,3.6,3.3,4.6
VCO0710,Barranquilla,Cartagena,Descanso,Agencia tradicional,38,1345016,2.6,4.7,5.0
VCO0711,Medellín,Cartagena,Cultural,Reserva directa,60,1897667,1.0,2.5,4.8
VCO0712,Bogotá,Santa Marta,Gastronómico,Reserva directa,32,1580511,2.0,4.5,4.4
VCO0713,Barranquilla,Cartagena,Descanso,Reserva directa,45,1773042,2.5,3.0,4.5
VCO0714,Bogotá,Cartagena,Descanso,App móvil,47,1019601,1.4,7.5,5.0
VCO0715,Medellín,Amazonas,Cultural,Recomendación,31,336266,6.2,1.8,4.1
VCO0716,Bogotá,San Andrés,Cultural,Agencia tradicional,37,2089710,1.3,2.0,5.0
VCO0717,Medellín,Villa de Leyva,Gastronómico,Reserva directa,35,1674053,1.0,2.0,4.8
VCO0718,Medellín,Villa de Leyva,Cultural,Reserva directa,46,2988721,1.4,3.4,4.4
VCO0719,Cali,Eje Cafetero,Aventura,Recomendación,19,422523,2.9,4.2,4.0
VCO0720,Barranquilla,San Andrés,Cultural,App móvil,34,1279808,2.6,5.8,4.1
VCO0721,Bogotá,Cartagena,Cultural,Reserva directa,49,2499104,1.0,4.1,5.0
VCO0722,Pereira,Villa de Leyva,Aventura,Reserva directa,32,234927,3.6,4.2,4.4
VCO0723,Cali,Amazonas,Cultural,App móvil,21,308786,3.9,1.7,4.8
VCO0724,Bogotá,San Andrés,Cultural,App móvil,43,1188587,1.8,5.4,4.9
VCO0725,Bucaramanga,Cartagena,Descanso,Agencia tradicional,43,1228319,1.8,5.8,4.5
VCO0726,Barranquilla,Medellín,Cultural,Reserva directa,41,2646642,1.0,2.6,4.6
VCO0727,Cali,Santa Marta,Ecoturismo,App móvil,22,348048,3.5,2.0,3.9
VCO0728,Bogotá,Cartagena,Descanso,Reserva directa,53,3198596,1.1,3.8,4.4
VCO0729,Bogotá,Eje Cafetero,Aventura,Recomendación,24,417401,6.1,3.6,4.0
VCO0730,Bogotá,Villa de Leyva,Ecoturismo,Recomendación,25,410396,5.3,4.3,3.9
VCO0731,Medellín,Amazonas,Ecoturismo,App móvil,28,194651,4.6,2.9,4.5
VCO0732,Medellín,Villa de Leyva,Descanso,Reserva directa,36,3105712,1.9,5.4,5.0
VCO0733,Bogotá,Eje Cafetero,Descanso,Reserva directa,37,961162,3.0,6.0,3.5
VCO0734,Bogotá,San Andrés,Descanso,App móvil,37,997471,1.6,4.1,4.2
VCO0735,Medellín,Eje Cafetero,Ecoturismo,Recomendación,25,277775,4.1,3.5,4.7
VCO0736,Cali,Villa de Leyva,Gastronómico,Agencia tradicional,43,2780729,1.7,5.0,4.9
VCO0737,Bogotá,Cartagena,Descanso,Agencia tradicional,40,1466086,3.3,6.9,3.6
VCO0738,Bogotá,Villa de Leyva,Cultural,Reserva directa,37,2309949,1.0,4.6,4.3
VCO0739,Bogotá,San Andrés,Cultural,App móvil,49,931975,1.2,6.1,5.0
VCO0740,Bogotá,Amazonas,Aventura,Reserva directa,24,235295,4.1,2.8,4.4
VCO0741,Medellín,Eje Cafetero,Gastronómico,App móvil,40,902427,2.6,6.1,4.4
VCO0742,Manizales,Santa Marta,Ecoturismo,Recomendación,24,284879,3.9,4.3,3.8
VCO0743,Medellín,Santa Marta,Descanso,Reserva directa,38,1277763,2.0,5.5,4.5
VCO0744,Bucaramanga,San Andrés,Gastronómico,App móvil,37,965225,2.6,5.5,4.8
VCO0745,Cali,Santa Marta,Aventura,Recomendación,25,391715,4.4,3.8,4.4
VCO0746,Cali,Cartagena,Gastronómico,Reserva directa,49,3222166,1.0,2.0,4.8
VCO0747,Bucaramanga,Cartagena,Cultural,App móvil,41,1217118,2.7,5.9,4.5
VCO0748,Barranquilla,San Andrés,Gastronómico,Agencia tradicional,38,1144325,1.5,5.6,4.0
VCO0749,Medellín,Villa de Leyva,Gastronómico,Agencia tradicional,45,2344238,1.1,2.1,5.0
VCO0750,Cúcuta,Santa Marta,Cultural,App móvil,48,1356631,1.0,10.0,4.2
VCO0751,Medellín,Santa Marta,Cultural,Recomendación,32,385158,4.4,3.5,3.8
VCO0752,Medellín,Cartagena,Cultural,Agencia tradicional,51,2137069,2.1,4.7,4.7
VCO0753,Medellín,Eje Cafetero,Descanso,App móvil,47,1157582,2.3,3.4,5.0
VCO0754,Medellín,Eje Cafetero,Aventura,Reserva directa,28,376517,5.2,3.7,3.5
VCO0755,Medellín,Santa Marta,Ecoturismo,Recomendación,18,379164,3.5,2.7,4.4
VCO0756,Cali,Cartagena,Cultural,Agencia tradicional,45,2142890,1.2,2.9,5.0
VCO0757,Barranquilla,Cartagena,Descanso,Agencia tradicional,42,1145071,1.7,4.7,4.5
VCO0758,Bogotá,Cartagena,Descanso,App móvil,39,1108556,2.2,5.7,5.0
VCO0759,Bogotá,Cartagena,Gastronómico,App móvil,52,2543104,1.8,7.0,4.5
VCO0760,Medellín,Medellín,Cultural,Reserva directa,51,2400042,2.4,3.4,4.5
VCO0761,Pereira,Eje Cafetero,Aventura,Recomendación,18,259037,6.5,4.2,3.1
VCO0762,Medellín,Santa Marta,Aventura,Recomendación,28,284254,2.9,3.2,4.4
VCO0763,Medellín,Eje Cafetero,Ecoturismo,App móvil,21,454207,6.5,4.9,3.2
VCO0764,Bogotá,Cartagena,Cultural,App móvil,40,1457840,2.7,7.1,4.8
VCO0765,Medellín,Santa Marta,Aventura,Recomendación,34,305953,4.5,3.7,4.6
VCO0766,Barranquilla,Eje Cafetero,Descanso,Agencia tradicional,43,1320146,1.7,5.3,4.4
VCO0767,Cali,Villa de Leyva,Gastronómico,App móvil,41,2108824,1.0,4.0,4.8
VCO0768,Bogotá,San Andrés,Cultural,Reserva directa,45,2255030,1.0,3.2,4.7
VCO0769,Cali,Eje Cafetero,Cultural,Recomendación,30,458224,3.2,3.3,4.4
VCO0770,Bogotá,San Andrés,Descanso,Agencia tradicional,43,3310726,1.4,3.8,4.8
VCO0771,Bogotá,Eje Cafetero,Ecoturismo,Reserva directa,21,299706,4.0,2.8,3.8
VCO0772,Cali,San Andrés,Cultural,Agencia tradicional,30,2167971,1.0,5.1,4.6
VCO0773,Medellín,Eje Cafetero,Aventura,App móvil,24,231473,3.1,2.7,3.8
VCO0774,Medellín,San Andrés,Descanso,App móvil,37,1472033,2.3,7.6,3.8
VCO0775,Medellín,Cartagena,Descanso,Agencia tradicional,41,3117018,1.5,3.5,4.2
VCO0776,Bogotá,Amazonas,Aventura,App móvil,19,323901,3.2,2.8,3.5
VCO0777,Medellín,Amazonas,Aventura,App móvil,27,242373,5.3,3.4,3.4
VCO0778,Barranquilla,Cartagena,Descanso,Agencia tradicional,31,1683755,2.0,9.2,4.5
VCO0779,Bogotá,Eje Cafetero,Gastronómico,Agencia tradicional,31,1499091,2.3,4.9,5.0
VCO0780,Medellín,San Andrés,Descanso,App móvil,39,1143074,2.6,5.0,4.2
VCO0781,Bogotá,San Andrés,Gastronómico,Reserva directa,38,805582,2.3,5.2,4.1
VCO0782,Cúcuta,Cartagena,Descanso,Agencia tradicional,34,1257605,1.6,5.3,4.3
VCO0783,Bogotá,Amazonas,Aventura,App móvil,27,239332,5.3,5.0,4.6
VCO0784,Pereira,Eje Cafetero,Aventura,Recomendación,24,422138,4.1,3.9,4.2
VCO0785,Manizales,Amazonas,Ecoturismo,App móvil,28,412731,5.6,2.9,5.0
VCO0786,Bogotá,Medellín,Cultural,Agencia tradicional,50,1804229,1.6,5.4,5.0
VCO0787,Bogotá,Eje Cafetero,Descanso,Agencia tradicional,37,1424193,1.5,3.8,5.0
VCO0788,Barranquilla,San Andrés,Descanso,Agencia tradicional,33,1361114,1.3,5.0,4.3
VCO0789,Medellín,Eje Cafetero,Cultural,Agencia tradicional,36,1395164,2.3,4.7,4.5
VCO0790,Medellín,San Andrés,Cultural,App móvil,46,2796050,1.7,3.1,5.0
VCO0791,Cali,Santa Marta,Cultural,App móvil,18,328172,3.7,5.3,3.5
VCO0792,Cúcuta,Cartagena,Descanso,Agencia tradicional,31,1395574,3.1,5.3,4.9
VCO0793,Barranquilla,San Andrés,Descanso,App móvil,37,1145925,2.5,5.4,4.6
VCO0794,Medellín,Cartagena,Gastronómico,App móvil,35,922043,1.7,8.2,4.4
VCO0795,Pereira,Eje Cafetero,Ecoturismo,App móvil,23,229477,3.7,4.3,4.1
VCO0796,Bogotá,San Andrés,Cultural,Reserva directa,35,2207080,1.5,4.6,4.9
VCO0797,Bogotá,San Andrés,Cultural,App móvil,42,2812543,1.0,6.5,4.5
VCO0798,Bucaramanga,San Andrés,Descanso,Agencia tradicional,36,1631824,1.9,6.2,4.5
VCO0799,Barranquilla,San Andrés,Descanso,App móvil,38,1218262,1.0,3.0,4.2
VCO0800,Barranquilla,Cartagena,Gastronómico,Reserva directa,47,2419432,1.4,5.3,4.0
VCO0801,Medellín,Cartagena,Cultural,Reserva directa,46,1073908,1.0,3.1,4.4
VCO0802,Bogotá,Eje Cafetero,Ecoturismo,Recomendación,27,248442,3.0,4.3,3.8
VCO0803,Bogotá,Cartagena,Gastronómico,App móvil,38,1043971,1.4,3.0,4.0
VCO0804,Medellín,Cartagena,Descanso,Agencia tradicional,43,1347053,2.0,4.8,3.8
VCO0805,Medellín,Eje Cafetero,Descanso,App móvil,38,1088167,2.3,5.0,4.3
VCO0806,Barranquilla,San Andrés,Descanso,Agencia tradicional,31,1107938,1.9,4.3,4.6
VCO0807,Barranquilla,Villa de Leyva,Cultural,Reserva directa,38,3073453,1.9,4.1,4.6
VCO0808,Barranquilla,Cartagena,Cultural,Agencia tradicional,50,1756134,1.8,3.5,4.2
VCO0809,Bucaramanga,Cartagena,Gastronómico,App móvil,35,1119040,3.2,4.4,4.5
VCO0810,Manizales,Eje Cafetero,Aventura,Reserva directa,30,296925,5.1,2.6,3.9
VCO0811,Medellín,Medellín,Gastronómico,Reserva directa,53,2664942,1.3,2.8,4.7
VCO0812,Barranquilla,Villa de Leyva,Gastronómico,Agencia tradicional,43,3130469,1.8,2.8,4.9
VCO0813,Cali,Eje Cafetero,Aventura,App móvil,28,360349,6.7,4.6,3.7
VCO0814,Bogotá,Villa de Leyva,Cultural,Reserva directa,31,2296922,1.1,3.0,4.9
VCO0815,Cali,Villa de Leyva,Gastronómico,Reserva directa,35,1649266,1.5,5.0,5.0
VCO0816,Barranquilla,Cartagena,Descanso,Agencia tradicional,31,1264186,3.1,6.2,4.8
VCO0817,Bogotá,Eje Cafetero,Descanso,App móvil,42,1002426,1.9,7.2,4.0
VCO0818,Medellín,Cartagena,Descanso,App móvil,28,1344607,1.8,5.4,4.3
VCO0819,Bogotá,Eje Cafetero,Ecoturismo,App móvil,22,330477,5.8,5.1,4.5
VCO0820,Cali,Amazonas,Aventura,Reserva directa,27,373577,5.0,1.8,4.3
VCO0821,Bogotá,Cartagena,Gastronómico,Reserva directa,36,2733534,2.1,4.3,4.5
VCO0822,Manizales,Amazonas,Aventura,App móvil,20,187785,4.9,3.2,4.4
VCO0823,Cali,Eje Cafetero,Cultural,Recomendación,23,279116,4.0,2.1,3.7
VCO0824,Barranquilla,Eje Cafetero,Descanso,Agencia tradicional,37,1577855,2.8,3.9,4.6
VCO0825,Bucaramanga,Cartagena,Descanso,App móvil,32,1247634,1.4,4.2,4.7
VCO0826,Bogotá,Cartagena,Cultural,Reserva directa,53,3018082,1.1,4.9,4.4
VCO0827,Cali,Santa Marta,Ecoturismo,Reserva directa,28,331759,6.5,2.0,3.5
VCO0828,Bogotá,Santa Marta,Cultural,Reserva directa,28,237441,4.3,6.4,3.8
VCO0829,Bucaramanga,Eje Cafetero,Descanso,App móvil,33,1264951,2.1,5.9,4.1
VCO0830,Bogotá,Santa Marta,Descanso,App móvil,30,1316113,2.8,3.5,3.7
VCO0831,Cali,Eje Cafetero,Aventura,Reserva directa,29,358641,4.4,2.4,4.7
VCO0832,Medellín,San Andrés,Cultural,Reserva directa,36,1195142,2.2,7.4,4.9
VCO0833,Medellín,Eje Cafetero,Aventura,Reserva directa,30,426639,3.8,3.3,4.5
VCO0834,Manizales,Eje Cafetero,Aventura,App móvil,28,403083,4.0,1.6,4.6
VCO0835,Medellín,San Andrés,Descanso,Reserva directa,40,1058512,2.2,4.6,4.5
VCO0836,Bogotá,Cartagena,Cultural,Reserva directa,47,1641971,1.7,5.7,4.1
VCO0837,Bogotá,Villa de Leyva,Gastronómico,Reserva directa,48,2997130,1.6,5.0,4.7
VCO0838,Pereira,Eje Cafetero,Aventura,Recomendación,22,444551,5.9,3.9,4.3
VCO0839,Bogotá,San Andrés,Gastronómico,Agencia tradicional,37,1530582,2.0,6.6,4.8
VCO0840,Bogotá,Eje Cafetero,Descanso,Reserva directa,36,1615555,1.3,5.9,4.0
VCO0841,Cali,Amazonas,Ecoturismo,Recomendación,23,448181,3.1,3.4,4.3
VCO0842,Bogotá,Cartagena,Gastronómico,Reserva directa,34,1099269,1.4,5.8,4.8
VCO0843,Bogotá,Villa de Leyva,Aventura,App móvil,22,385086,5.8,5.2,3.6
VCO0844,Medellín,San Andrés,Cultural,Reserva directa,42,2090099,1.8,6.2,4.9
VCO0845,Cali,Santa Marta,Aventura,App móvil,18,435230,5.8,2.4,3.4
VCO0846,Barranquilla,San Andrés,Descanso,Agencia tradicional,31,1314097,2.9,3.1,4.6
VCO0847,Manizales,Eje Cafetero,Ecoturismo,Reserva directa,26,451486,3.9,3.8,3.1
VCO0848,Bogotá,San Andrés,Cultural,Agencia tradicional,46,2790868,1.0,3.9,4.5
VCO0849,Cúcuta,Eje Cafetero,Descanso,App móvil,40,1137432,1.0,4.5,4.8
VCO0850,Barranquilla,Cartagena,Gastronómico,Agencia tradicional,35,1406183,2.5,7.0,4.1
VCO0851,Manizales,Eje Cafetero,Ecoturismo,Recomendación,19,474099,4.7,4.5,4.5
VCO0852,Cúcuta,Cartagena,Gastronómico,Agencia tradicional,33,1286204,2.2,5.3,4.4
VCO0853,Bogotá,Eje Cafetero,Cultural,Reserva directa,22,289072,4.3,3.2,3.8
VCO0854,Cali,Cartagena,Cultural,Reserva directa,42,2400137,1.0,3.9,5.0
VCO0855,Manizales,Eje Cafetero,Ecoturismo,Reserva directa,29,361634,5.6,3.9,4.4
VCO0856,Cali,Santa Marta,Aventura,Recomendación,25,293703,4.6,5.4,4.1
